id	node1	label	node2	node2;kgtk:data_type	node2;kgtk:number	node2;kgtk:low_tolerance	node2;kgtk:high_tolerance	node2;kgtk:units_node	node2;kgtk:date_and_time	node2;kgtk:precision	node2;kgtk:calendar	node2;kgtk:truth	node2;kgtk:symbol	node2;kgtk:latitude	node2;kgtk:longitude	node2;kgtk:globe	node2;kgtk:text	node2;kgtk:language
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I119-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I119	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I119-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I119	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I119-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I119	P585		date_and_times					"2017-07-23T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I120	BARO nr.Masha	P2225		quantity	106.646			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I120-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I120	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I120-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I120	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I120-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I120	P585		date_and_times					"2017-07-24T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I121	BARO nr.Masha	P2225		quantity	108.284			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I121-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I121	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I121-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I121	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I121-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I121	P585		date_and_times					"2017-07-25T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I122	BARO nr.Masha	P2225		quantity	109.931			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I122-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I122	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I122-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I122	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I122-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I122	P585		date_and_times					"2017-07-26T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I123	BARO nr.Masha	P2225		quantity	109.931			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I123-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I123	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I123-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I123	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I123-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I123	P585		date_and_times					"2017-07-27T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I124	BARO nr.Masha	P2225		quantity	109.931			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I124-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I124	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I124-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I124	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I124-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I124	P585		date_and_times					"2017-07-28T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I125	BARO nr.Masha	P2225		quantity	109.931			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I125-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I125	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I125-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I125	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I125-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I125	P585		date_and_times					"2017-07-29T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I126	BARO nr.Masha	P2225		quantity	103.401			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I126-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I126	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I126-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I126	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I126-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I126	P585		date_and_times					"2017-07-30T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I127	BARO nr.Masha	P2225		quantity	103.401			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I127-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I127	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I127-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I127	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I127-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I127	P585		date_and_times					"2017-07-31T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I140	BARO nr.Masha	P2225		quantity	97.93466666666666			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I140-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I140	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I140-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I140	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I140-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I140	P585		date_and_times					"2018-07-01T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I141	BARO nr.Masha	P2225		quantity	97.39433333333334			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I141-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I141	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I141-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I141	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I141-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I141	P585		date_and_times					"2018-07-02T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I142	BARO nr.Masha	P2225		quantity	98.30766666666666			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I142-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I142	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I142-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I142	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I142-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I142	P585		date_and_times					"2018-07-03T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I143	BARO nr.Masha	P2225		quantity	99.25999999999999			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I143-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I143	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I143-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I143	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I143-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I143	P585		date_and_times					"2018-07-04T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I144	BARO nr.Masha	P2225		quantity	98.19033333333334			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I144-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I144	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I144-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I144	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I144-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I144	P585		date_and_times					"2018-07-05T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I145	BARO nr.Masha	P2225		quantity	98.63366666666667			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I145-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I145	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I145-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I145	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I145-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I145	P585		date_and_times					"2018-07-06T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I146	BARO nr.Masha	P2225		quantity	99.70333333333333			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I146-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I146	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I146-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I146	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I146-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I146	P585		date_and_times					"2018-07-07T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I147	BARO nr.Masha	P2225		quantity	100.782			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I147-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I147	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I147-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I147	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I147-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I147	P585		date_and_times					"2018-07-08T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I148	BARO nr.Masha	P2225		quantity	101.228			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I148-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I148	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I148-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I148	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I148-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I148	P585		date_and_times					"2018-07-09T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I149	BARO nr.Masha	P2225		quantity	99.74300000000001			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I149-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I149	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I149-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I149	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I149-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I149	P585		date_and_times					"2018-07-10T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I150	BARO nr.Masha	P2225		quantity	115.60799999999999			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I150-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I150	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I150-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I150	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I150-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I150	P585		date_and_times					"2018-07-11T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I151	BARO nr.Masha	P2225		quantity	116.70366666666666			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I151-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I151	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I151-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I151	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I151-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I151	P585		date_and_times					"2018-07-12T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I152	BARO nr.Masha	P2225		quantity	117.80766666666666			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I152-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I152	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I152-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I152	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I152-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I152	P585		date_and_times					"2018-07-13T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I153	BARO nr.Masha	P2225		quantity	119.26233333333334			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I153-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I153	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I153-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I153	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I153-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I153	P585		date_and_times					"2018-07-14T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I154	BARO nr.Masha	P2225		quantity	119.42333333333333			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I154-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I154	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I154-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I154	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I154-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I154	P585		date_and_times					"2018-07-15T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I155	BARO nr.Masha	P2225		quantity	118.04033333333332			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I155-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I155	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I155-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I155	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I155-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I155	P585		date_and_times					"2018-07-16T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I156	BARO nr.Masha	P2225		quantity	117.37233333333334			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I156-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I156	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I156-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I156	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I156-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I156	P585		date_and_times					"2018-07-17T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I157	BARO nr.Masha	P2225		quantity	116.81033333333335			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I157-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I157	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I157-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I157	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I157-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I157	P585		date_and_times					"2018-07-18T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I158	BARO nr.Masha	P2225		quantity	117.27933333333333			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I158-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I158	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I158-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I158	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I158-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I158	P585		date_and_times					"2018-07-19T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I159	BARO nr.Masha	P2225		quantity	116.72333333333331			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I159-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I159	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I159-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I159	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I159-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I159	P585		date_and_times					"2018-07-20T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I160	BARO nr.Masha	P2225		quantity	115.63733333333334			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I160-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I160	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I160-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I160	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I160-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I160	P585		date_and_times					"2018-07-21T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I161	BARO nr.Masha	P2225		quantity	115.63733333333334			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I161-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I161	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I161-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I161	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I161-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I161	P585		date_and_times					"2018-07-22T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I162	BARO nr.Masha	P2225		quantity	115.63733333333334			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I162-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I162	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I162-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I162	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I162-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I162	P585		date_and_times					"2018-07-23T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I163	BARO nr.Masha	P2225		quantity	115.63733333333334			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I163-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I163	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I163-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I163	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I163-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I163	P585		date_and_times					"2018-07-24T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I164	BARO nr.Masha	P2225		quantity	116.18333333333334			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I164-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I164	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I164-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I164	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I164-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I164	P585		date_and_times					"2018-07-25T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I165	BARO nr.Masha	P2225		quantity	117.20366666666666			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I165-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I165	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I165-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I165	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I165-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I165	P585		date_and_times					"2018-07-26T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I166	BARO nr.Masha	P2225		quantity	117.20366666666666			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I166-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I166	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I166-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I166	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I166-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I166	P585		date_and_times					"2018-07-27T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I167	BARO nr.Masha	P2225		quantity	117.20366666666666			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I167-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I167	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I167-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I167	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I167-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;I167	P585		date_and_times					"2018-07-28T00:00:00"		Q1985727							
