date,discharge(cumecs),area(sq km),latitude,longitude
2015-01-01,25.315,1653.0,7:52:0N,35:29:0E
2015-01-02,25.315,1653.0,7:52:0N,35:29:0E
2015-01-03,25.315,1653.0,7:52:0N,35:29:0E
2015-01-04,24.388,1653.0,7:52:0N,35:29:0E
2015-01-05,24.388,1653.0,7:52:0N,35:29:0E
2015-01-06,24.388,1653.0,7:52:0N,35:29:0E
2015-01-07,23.471999999999998,1653.0,7:52:0N,35:29:0E
2015-01-08,22.566999999999997,1653.0,7:52:0N,35:29:0E
2015-01-09,19.926,1653.0,7:52:0N,35:29:0E
2015-01-10,19.926,1653.0,7:52:0N,35:29:0E
2015-01-11,18.226,1653.0,7:52:0N,35:29:0E
2015-01-12,18.226,1653.0,7:52:0N,35:29:0E
2015-01-13,16.577,1653.0,7:52:0N,35:29:0E
2015-01-14,16.577,1653.0,7:52:0N,35:29:0E
2015-01-15,16.577,1653.0,7:52:0N,35:29:0E
2015-01-16,16.577,1653.0,7:52:0N,35:29:0E
2015-01-17,16.577,1653.0,7:52:0N,35:29:0E
2015-01-18,15.773,1653.0,7:52:0N,35:29:0E
2015-01-19,15.773,1653.0,7:52:0N,35:29:0E
2015-01-20,15.773,1653.0,7:52:0N,35:29:0E
2015-01-21,14.981,1653.0,7:52:0N,35:29:0E
2015-01-22,14.981,1653.0,7:52:0N,35:29:0E
2015-01-23,14.981,1653.0,7:52:0N,35:29:0E
2015-01-24,14.981,1653.0,7:52:0N,35:29:0E
2015-01-25,14.981,1653.0,7:52:0N,35:29:0E
2015-01-26,14.203,1653.0,7:52:0N,35:29:0E
2015-01-27,13.439,1653.0,7:52:0N,35:29:0E
2015-01-28,13.439,1653.0,7:52:0N,35:29:0E
2015-01-29,13.439,1653.0,7:52:0N,35:29:0E
2015-01-30,13.439,1653.0,7:52:0N,35:29:0E
2015-01-31,13.439,1653.0,7:52:0N,35:29:0E
2016-01-01,55.483999999999995,1653.0,7:52:0N,35:29:0E
2016-01-02,54.278999999999996,1653.0,7:52:0N,35:29:0E
2016-01-03,54.278999999999996,1653.0,7:52:0N,35:29:0E
2016-01-04,53.082,1653.0,7:52:0N,35:29:0E
2016-01-05,50.716,1653.0,7:52:0N,35:29:0E
2016-01-06,50.716,1653.0,7:52:0N,35:29:0E
2016-01-07,47.235,1653.0,7:52:0N,35:29:0E
2016-01-08,46.092,1653.0,7:52:0N,35:29:0E
2016-01-09,43.836000000000006,1653.0,7:52:0N,35:29:0E
2016-01-10,41.617,1653.0,7:52:0N,35:29:0E
2016-01-11,41.617,1653.0,7:52:0N,35:29:0E
2016-01-12,39.437,1653.0,7:52:0N,35:29:0E
2016-01-13,39.437,1653.0,7:52:0N,35:29:0E
2016-01-14,37.296,1653.0,7:52:0N,35:29:0E
2016-01-15,35.194,1653.0,7:52:0N,35:29:0E
2016-01-16,35.194,1653.0,7:52:0N,35:29:0E
2016-01-17,35.194,1653.0,7:52:0N,35:29:0E
2016-01-18,33.133,1653.0,7:52:0N,35:29:0E
2016-01-19,32.119,1653.0,7:52:0N,35:29:0E
2016-01-20,31.114,1653.0,7:52:0N,35:29:0E
2016-01-21,30.121,1653.0,7:52:0N,35:29:0E
2016-01-22,29.138,1653.0,7:52:0N,35:29:0E
2016-01-23,29.138,1653.0,7:52:0N,35:29:0E
2016-01-24,29.138,1653.0,7:52:0N,35:29:0E
2016-01-25,29.138,1653.0,7:52:0N,35:29:0E
2016-01-26,27.204,1653.0,7:52:0N,35:29:0E
2016-01-27,25.315,1653.0,7:52:0N,35:29:0E
2016-01-28,23.471999999999998,1653.0,7:52:0N,35:29:0E
2016-01-29,20.794,1653.0,7:52:0N,35:29:0E
2016-01-30,19.926,1653.0,7:52:0N,35:29:0E
2016-01-31,19.926,1653.0,7:52:0N,35:29:0E
2017-01-01,10.527000000000001,1653.0,7:52:0N,35:29:0E
2017-01-02,10.527000000000001,1653.0,7:52:0N,35:29:0E
2017-01-03,10.527000000000001,1653.0,7:52:0N,35:29:0E
2017-01-04,10.527000000000001,1653.0,7:52:0N,35:29:0E
2017-01-05,9.161,1653.0,7:52:0N,35:29:0E
2017-01-06,9.161,1653.0,7:52:0N,35:29:0E
2017-01-07,8.502,1653.0,7:52:0N,35:29:0E
2017-01-08,7.86,1653.0,7:52:0N,35:29:0E
2017-01-09,7.86,1653.0,7:52:0N,35:29:0E
2017-01-10,7.234,1653.0,7:52:0N,35:29:0E
2017-01-11,7.234,1653.0,7:52:0N,35:29:0E
2017-01-12,6.626,1653.0,7:52:0N,35:29:0E
2017-01-13,6.626,1653.0,7:52:0N,35:29:0E
2017-01-14,5.4639999999999995,1653.0,7:52:0N,35:29:0E
2017-01-15,5.4639999999999995,1653.0,7:52:0N,35:29:0E
2017-01-16,5.4639999999999995,1653.0,7:52:0N,35:29:0E
2017-01-17,5.4639999999999995,1653.0,7:52:0N,35:29:0E
2017-01-18,5.4639999999999995,1653.0,7:52:0N,35:29:0E
2017-01-19,5.4639999999999995,1653.0,7:52:0N,35:29:0E
2017-01-20,5.4639999999999995,1653.0,7:52:0N,35:29:0E
2017-01-21,5.4639999999999995,1653.0,7:52:0N,35:29:0E
2017-01-22,5.4639999999999995,1653.0,7:52:0N,35:29:0E
2017-01-23,5.4639999999999995,1653.0,7:52:0N,35:29:0E
2017-01-24,4.379,1653.0,7:52:0N,35:29:0E
2017-01-25,4.379,1653.0,7:52:0N,35:29:0E
2017-01-26,4.379,1653.0,7:52:0N,35:29:0E
2017-01-27,4.379,1653.0,7:52:0N,35:29:0E
2017-01-28,3.867,1653.0,7:52:0N,35:29:0E
2017-01-29,3.867,1653.0,7:52:0N,35:29:0E
2017-01-30,3.867,1653.0,7:52:0N,35:29:0E
2017-01-31,3.3760000000000003,1653.0,7:52:0N,35:29:0E
2018-01-01,20.01,1653.0,7:52:0N,35:29:0E
2018-01-02,20.01,1653.0,7:52:0N,35:29:0E
2018-01-03,19.182000000000002,1653.0,7:52:0N,35:29:0E
2018-01-04,17.567,1653.0,7:52:0N,35:29:0E
2018-01-05,17.567,1653.0,7:52:0N,35:29:0E
2018-01-06,17.567,1653.0,7:52:0N,35:29:0E
2018-01-07,17.567,1653.0,7:52:0N,35:29:0E
2018-01-08,16.781,1653.0,7:52:0N,35:29:0E
2018-01-09,15.253,1653.0,7:52:0N,35:29:0E
2018-01-10,15.253,1653.0,7:52:0N,35:29:0E
2018-01-11,15.253,1653.0,7:52:0N,35:29:0E
2018-01-12,13.072000000000001,1653.0,7:52:0N,35:29:0E
2018-01-13,13.072000000000001,1653.0,7:52:0N,35:29:0E
2018-01-14,11.693,1653.0,7:52:0N,35:29:0E
2018-01-15,11.693,1653.0,7:52:0N,35:29:0E
2018-01-16,11.693,1653.0,7:52:0N,35:29:0E
2018-01-17,11.693,1653.0,7:52:0N,35:29:0E
2018-01-18,11.693,1653.0,7:52:0N,35:29:0E
2018-01-19,11.693,1653.0,7:52:0N,35:29:0E
2018-01-20,11.693,1653.0,7:52:0N,35:29:0E
2018-01-21,11.693,1653.0,7:52:0N,35:29:0E
2018-01-22,10.377,1653.0,7:52:0N,35:29:0E
2018-01-23,10.377,1653.0,7:52:0N,35:29:0E
2018-01-24,10.377,1653.0,7:52:0N,35:29:0E
2018-01-25,10.377,1653.0,7:52:0N,35:29:0E
2018-01-26,10.377,1653.0,7:52:0N,35:29:0E
2018-01-27,9.743,1653.0,7:52:0N,35:29:0E
2018-01-28,9.125,1653.0,7:52:0N,35:29:0E
2018-01-29,8.523,1653.0,7:52:0N,35:29:0E
2018-01-30,7.937,1653.0,7:52:0N,35:29:0E
2018-01-31,7.937,1653.0,7:52:0N,35:29:0E
2015-02-01,12.689,1653.0,7:52:0N,35:29:0E
2015-02-02,12.689,1653.0,7:52:0N,35:29:0E
2015-02-03,12.689,1653.0,7:52:0N,35:29:0E
2015-02-04,12.689,1653.0,7:52:0N,35:29:0E
2015-02-05,11.954,1653.0,7:52:0N,35:29:0E
2015-02-06,11.954,1653.0,7:52:0N,35:29:0E
2015-02-07,11.954,1653.0,7:52:0N,35:29:0E
2015-02-08,8.502,1653.0,7:52:0N,35:29:0E
2015-02-09,11.232999999999999,1653.0,7:52:0N,35:29:0E
2015-02-10,11.232999999999999,1653.0,7:52:0N,35:29:0E
2015-02-11,11.232999999999999,1653.0,7:52:0N,35:29:0E
2015-02-12,10.527000000000001,1653.0,7:52:0N,35:29:0E
2015-02-13,10.527000000000001,1653.0,7:52:0N,35:29:0E
2015-02-14,10.527000000000001,1653.0,7:52:0N,35:29:0E
2015-02-15,9.836,1653.0,7:52:0N,35:29:0E
2015-02-16,9.161,1653.0,7:52:0N,35:29:0E
2015-02-17,9.161,1653.0,7:52:0N,35:29:0E
2015-02-18,9.161,1653.0,7:52:0N,35:29:0E
2015-02-19,8.502,1653.0,7:52:0N,35:29:0E
2015-02-20,7.86,1653.0,7:52:0N,35:29:0E
2015-02-21,7.234,1653.0,7:52:0N,35:29:0E
2015-02-22,6.626,1653.0,7:52:0N,35:29:0E
2015-02-23,5.4639999999999995,1653.0,7:52:0N,35:29:0E
2015-02-24,5.4639999999999995,1653.0,7:52:0N,35:29:0E
2015-02-25,5.4639999999999995,1653.0,7:52:0N,35:29:0E
2015-02-26,5.4639999999999995,1653.0,7:52:0N,35:29:0E
2015-02-27,5.4639999999999995,1653.0,7:52:0N,35:29:0E
