date,discharge(cumecs),area(sq km),latitude,longitude
2015-01-01,0.261,3577.0,7:25:0N,36:23:0E
2015-01-02,0.261,3577.0,7:25:0N,36:23:0E
2015-01-03,0.261,3577.0,7:25:0N,36:23:0E
2015-01-04,0.261,3577.0,7:25:0N,36:23:0E
2015-01-05,0.261,3577.0,7:25:0N,36:23:0E
2015-01-06,0.261,3577.0,7:25:0N,36:23:0E
2015-01-07,0.261,3577.0,7:25:0N,36:23:0E
2015-01-08,0.0,3577.0,7:25:0N,36:23:0E
2015-01-09,0.261,3577.0,7:25:0N,36:23:0E
2015-01-10,0.261,3577.0,7:25:0N,36:23:0E
2015-01-11,22.523000000000003,3577.0,7:25:0N,36:23:0E
2015-01-12,22.523000000000003,3577.0,7:25:0N,36:23:0E
2015-01-13,22.523000000000003,3577.0,7:25:0N,36:23:0E
2015-01-14,22.523000000000003,3577.0,7:25:0N,36:23:0E
2015-01-15,21.546,3577.0,7:25:0N,36:23:0E
2015-01-16,20.59,3577.0,7:25:0N,36:23:0E
2015-01-17,20.59,3577.0,7:25:0N,36:23:0E
2015-01-18,19.195999999999998,3577.0,7:25:0N,36:23:0E
2015-01-19,19.195999999999998,3577.0,7:25:0N,36:23:0E
2015-01-20,19.195999999999998,3577.0,7:25:0N,36:23:0E
2015-01-21,19.195999999999998,3577.0,7:25:0N,36:23:0E
2015-01-22,19.195999999999998,3577.0,7:25:0N,36:23:0E
2015-01-23,19.195999999999998,3577.0,7:25:0N,36:23:0E
2015-01-24,19.195999999999998,3577.0,7:25:0N,36:23:0E
2015-01-25,17.85,3577.0,7:25:0N,36:23:0E
2015-01-26,17.85,3577.0,7:25:0N,36:23:0E
2015-01-27,17.85,3577.0,7:25:0N,36:23:0E
2015-01-28,12.57,3577.0,7:25:0N,36:23:0E
2015-01-29,11.48,3577.0,7:25:0N,36:23:0E
2015-01-30,10.78,3577.0,7:25:0N,36:23:0E
2015-01-31,10.78,3577.0,7:25:0N,36:23:0E
2016-01-01,4.508,3577.0,7:25:0N,36:23:0E
2016-01-02,4.508,3577.0,7:25:0N,36:23:0E
2016-01-03,20.59,3577.0,7:25:0N,36:23:0E
2016-01-04,19.656,3577.0,7:25:0N,36:23:0E
2016-01-05,19.656,3577.0,7:25:0N,36:23:0E
2016-01-06,18.742,3577.0,7:25:0N,36:23:0E
2016-01-07,18.742,3577.0,7:25:0N,36:23:0E
2016-01-08,20.121,3577.0,7:25:0N,36:23:0E
2016-01-09,20.59,3577.0,7:25:0N,36:23:0E
2016-01-10,19.656,3577.0,7:25:0N,36:23:0E
2016-01-11,17.85,3577.0,7:25:0N,36:23:0E
2016-01-12,16.13,3577.0,7:25:0N,36:23:0E
2016-01-13,16.13,3577.0,7:25:0N,36:23:0E
2016-01-14,15.300999999999998,3577.0,7:25:0N,36:23:0E
